system:index,ALAND,AWATER,COMID,DIVISION,EVENTDATE,EventType,FEATURECLA,FEATURECOM,FEATUREDET,FLComID,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,Measure,NAME,Offset,REACHCODE,REACHRESOL,REACHSMDAT,REGION,SOURCE_DAT,SOURCE_FEA,SOURCE_ORI,STATEFP,STATENS,STUSPS,distance,imp_nlcd_2011,.geo
0000000000000000434c,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01411360,9437141,A,34,+40.1072744,-074.6652012,00,G4000,42.3335,New Jersey,0.0,02040302000098,Medium,,1,,01411360,"USGS, Water Resources Division",34,01779795,NJ,658.6349520030045,3.1539008617401123,"{""type"":""Polygon"",""coordinates"":[[[-74.765493194367,39.06420772970762],[-74.7661009232459,39.06418973693264],[-74.76670512243192,39.0641358631099],[-74.76730228274879,39.06404642113851],[-74.76788893593368,39.0639219304958],[-74.76846167479567,39.06376311421786],[-74.7690171730181,39.063570894696994],[-74.76955220448929,39.06334638832054],[-74.77006366204941,39.063090898982416],[-74.77054857554393,39.0628059105051],[-74.77100412907862,39.06249307801618],[-74.7714276773759,39.06215421832987],[-74.7718167611372,39.061791299389455],[-74.77216912132218,39.06140642883204],[-74.77248271226188,39.061001841742424],[-74.77275571352982,39.06057988766722],[-74.7729865405022,39.06014301696485],[-74.77317385354613,39.05969376657092],[-74.77331656578285,39.059234745261655],[-74.77341384938124,39.05876861850118],[-74.77346514034554,39.05829809296077],[-74.77347014176962,39.05782590079992],[-74.77342882553994,39.057354783800776],[-74.77334143247714,39.05688747744784],[-74.7732084709165,39.05642669504555],[-74.77303071373565,39.05597511196593],[-74.77280919384745,39.05553535011764],[-74.77254519818456,39.055109962726576],[-74.77224026021112,39.05470141951624],[-74.77189615100532,39.05431209237393],[-74.77151486896499,39.05394424158558],[-74.77109862819619,39.05360000271929],[-74.77064984565247,39.053281374233315],[-74.77017112709956,39.05299020588039],[-74.76966525198694,39.05272818797545],[-74.7691351573141,39.052496841589],[-74.7685839205853,39.0522975097227],[-74.7680147419511,39.0521313495184],[-74.76743092564077,39.05199932554559],[-74.76683586079233,39.051902204206144],[-74.76623300179178,39.05184054928868],[-74.76562584823495,39.05181471869832],[-74.76501792462788,39.05182486238067],[-74.76441275994324,39.05187092145206],[-74.7638138671508,39.05195262854107],[-74.76322472284052,39.052069509339496],[-74.76264874705609,39.05222088535345],[-74.76208928345524,39.05240587783911],[-74.76154957991197,39.05262341289997],[-74.76103276967271,39.05287222771653],[-74.76054185317555,39.05315087787188],[-74.76007968063784,39.05345774573128],[-74.75964893551291,39.05379104982694],[-74.75925211891203,39.05414885519393],[-74.75889153508184,39.05452908459701],[-74.75856927802161,39.05492953058399],[-74.758287219318,39.05534786829519],[-74.7580469972685,39.0557816689552],[-74.7578500073562,39.05622841396871],[-74.75769739413239,39.05668550953861],[-74.7575900445536,39.05715030172169],[-74.7575285828128,39.05762009183469],[-74.75751336669481,39.058092152121255],[-74.75754448547785,39.05856374158891],[-74.75762175939361,39.05903212192417],[-74.75774474064968,39.05949457339339],[-74.75791271600887,39.059948410636906],[-74.75812471091079,39.0603909982649],[-74.75837949511251,39.060819766164116],[-74.7586755898155,39.061232224426696],[-74.75901127623838,39.0616259778141],[-74.75938460558572,39.061998739672134],[-74.75979341035512,39.06234834521605],[-74.7602353169176,39.06267276410847],[-74.76070775929794,39.06297011225677],[-74.76120799407516,39.06323866276137],[-74.7617331163165,39.063476855951194],[-74.76228007645268,39.063683308447594],[-74.7628456979955,39.063856821204276],[-74.7634266959955,39.06399638647605],[-74.76401969613164,39.06410119367605],[-74.76462125432194,39.06417063408708],[-74.765227876741,39.06420430439973],[-74.765493194367,39.06420772970762]]]}"
0000000000000000434d,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01410810,9434039,A,34,+40.1072744,-074.6652012,00,G4000,8.26906,New Jersey,0.0,02040302000122,Medium,,1,,01410810,"USGS, Water Resources Division",34,01779795,NJ,30.0,13.54813289642334,"{""type"":""Polygon"",""coordinates"":[[[-74.93984404555671,39.69689779844517],[-74.9400233458021,39.69687987556594],[-74.9401907422393,39.69682729683514],[-74.94033512140973,39.696743552969835],[-74.94044689806549,39.69663420373322],[-74.94051865154294,39.69650650880176],[-74.9405456183956,39.69636894577663],[-74.94052600858508,39.696230647345224],[-74.94046112425166,39.69610079496406],[-74.94035527319693,39.69598800931806],[-74.94021548284073,39.69589977802117],[-74.94005103365605,39.69584195854811],[-74.93987284306276,39.69581838938998],[-74.93969274067886,39.69583063524191],[-74.93952268303264,39.69587788313385],[-74.93937395985205,39.69595699639787],[-74.93925644460735,39.696062722890595],[-74.93917793904745,39.69618804365147],[-74.93914365523938,39.69632463885663],[-74.9391558695006,39.69646344014132],[-74.93921377121055,39.6965952326283],[-74.93931351655615,39.696711266697015],[-74.93944848366168,39.69680383887788],[-74.9396097121797,39.696866803302264],[-74.93978649816677,39.69689597974713],[-74.93984404555671,39.69689779844517]]]}"
0000000000000000434e,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01410500,9436375,A,34,+40.1072744,-074.6652012,00,G4000,63.71792,New Jersey,0.0,02040302000541,Medium,,1,,01410500,"USGS, Water Resources Division",34,01779795,NJ,0.0,13.344350814819336,"{""type"":""Point"",""coordinates"":[-74.52040762316645,39.429601064169425]}"
0000000000000000434f,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01477500,9480518,A,34,+40.1072744,-074.6652012,00,G4000,88.66118,New Jersey,0.0,02040202018713,Medium,,1,,01477500,"USGS, Water Resources Division",34,01779795,NJ,0.0,1.2186858654022217,"{""type"":""Point"",""coordinates"":[-75.31807837421317,39.69098464971871]}"
00000000000000004350,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01463740,2590243,A,34,+40.1072744,-074.6652012,00,G4000,2.90186,New Jersey,0.0,02040105000324,Medium,,1,,01463740,"USGS, Water Resources Division",34,01779795,NJ,0.0,15.313222885131836,"{""type"":""Point"",""coordinates"":[-74.77336350772634,40.27107802396028]}"
00000000000000004351,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01409150,9454375,A,34,+40.1072744,-074.6652012,00,G4000,40.83741,New Jersey,0.0,02040301000200,Medium,,1,,01409150,"USGS, Water Resources Division",34,01779795,NJ,0.0,10.037824630737305,"{""type"":""Point"",""coordinates"":[-74.28156479344072,39.71476503563659]}"
00000000000000004352,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01467180,4494686,A,34,+40.1072744,-074.6652012,00,G4000,9.92782,New Jersey,0.0,02040202001675,Medium,,1,,01467180,"USGS, Water Resources Division",34,01779795,NJ,0.0,20.07684898376465,"{""type"":""Point"",""coordinates"":[-75.0113189763424,39.907719256420165]}"
00000000000000004353,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01412120,9483460,A,34,+40.1072744,-074.6652012,00,G4000,71.05747,New Jersey,0.0,02040206000288,Medium,,1,,01412120,"USGS, Water Resources Division",34,01779795,NJ,0.0,0.23054419457912445,"{""type"":""Point"",""coordinates"":[-74.95889332525705,39.31526525405873]}"
00000000000000004354,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=0140940972,9454409,A,34,+40.1072744,-074.6652012,00,G4000,74.68648,New Jersey,0.0,02040301000410,Medium,,1,,0140940972,"USGS, Water Resources Division",34,01779795,NJ,0.0,4.372430801391602,"{""type"":""Point"",""coordinates"":[-74.79690756128852,39.69483731302886]}"
00000000000000004355,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01408140,9442145,A,34,+40.1072744,-074.6652012,00,G4000,91.81446,New Jersey,0.0,02040301000047,Medium,,1,,01408140,"USGS, Water Resources Division",34,01779795,NJ,0.0,10.994827270507812,"{""type"":""Point"",""coordinates"":[-74.21229265857545,40.08652920866232]}"
00000000000000004356,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01411435,9483536,A,34,+40.1072744,-074.6652012,00,G4000,56.02568,New Jersey,0.0,02040206000004,Medium,,1,,01411435,"USGS, Water Resources Division",34,01779795,NJ,0.0,1.610140085220337,"{""type"":""Point"",""coordinates"":[-74.83191150455806,39.16241618814973]}"
00000000000000004357,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01464000,2590137,A,34,+40.1072744,-074.6652012,00,G4000,63.06782,New Jersey,0.0,02040105001098,Medium,,1,,01464000,"USGS, Water Resources Division",34,01779795,NJ,0.0,15.006330490112305,"{""type"":""Point"",""coordinates"":[-74.7494181350693,40.224636486488905]}"
00000000000000004358,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01411200,9436617,A,34,+40.1072744,-074.6652012,00,G4000,4.85017,New Jersey,0.0,02040302000521,Medium,,1,,01411200,"USGS, Water Resources Division",34,01779795,NJ,0.0,4.917527675628662,"{""type"":""Point"",""coordinates"":[-74.71727693467608,39.45506253118444]}"
00000000000000004359,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01463610,2590131,A,34,+40.1072744,-074.6652012,00,G4000,14.26938,New Jersey,0.0,02040105000014,Medium,,1,,01463610,"USGS, Water Resources Division",34,01779795,NJ,0.0,2.3541486263275146,"{""type"":""Point"",""coordinates"":[-74.61754913961575,40.257566947768424]}"
0000000000000000435a,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01466000,4492020,A,34,+40.1072744,-074.6652012,00,G4000,11.07865,New Jersey,0.0,02040202000274,Medium,,1,,01466000,"USGS, Water Resources Division",34,01779795,NJ,0.0,0.13459163904190063,"{""type"":""Point"",""coordinates"":[-74.50789538561048,39.91685595447863]}"
0000000000000000435b,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01466500,4492036,A,34,+40.1072744,-074.6652012,00,G4000,0.45271,New Jersey,0.0,02040202001897,Medium,,1,,01466500,"USGS, Water Resources Division",34,01779795,NJ,0.0,1.053208589553833,"{""type"":""Point"",""coordinates"":[-74.5052778932921,39.88500459565404]}"
0000000000000000435c,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01411900,9485522,A,34,+40.1072744,-074.6652012,00,G4000,27.66322,New Jersey,0.0,02040206000053,Medium,,1,,01411900,"USGS, Water Resources Division",34,01779795,NJ,0.0,5.307902812957764,"{""type"":""Point"",""coordinates"":[-75.04001775072238,39.395341790776016]}"
0000000000000000435d,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01412100,9483448,A,34,+40.1072744,-074.6652012,00,G4000,93.65164,New Jersey,0.0,02040206000019,Medium,,1,,01412100,"USGS, Water Resources Division",34,01779795,NJ,0.0,0.5473930835723877,"{""type"":""Point"",""coordinates"":[-74.95814865538112,39.34936845891529]}"
0000000000000000435e,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01467081,4495672,A,34,+40.1072744,-074.6652012,00,G4000,2.44377,New Jersey,0.0,02040202001663,Medium,,1,,01467081,"USGS, Water Resources Division",34,01779795,NJ,0.0,35.2671012878418,"{""type"":""Point"",""coordinates"":[-75.00103628931316,39.941942857005166]}"
0000000000000000435f,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=0140940970,9454423,A,34,+40.1072744,-074.6652012,00,G4000,4.90337,New Jersey,0.0,02040301000412,Medium,,1,,0140940970,"USGS, Water Resources Division",34,01779795,NJ,30.0,4.457766532897949,"{""type"":""Polygon"",""coordinates"":[[[-74.8064009874313,39.693317140299285],[-74.80658027837578,39.693299217420076],[-74.8067476661296,39.69324663868932],[-74.8068920378107,39.693162894824084],[-74.80700380866837,39.69305354558754],[-74.80707555842392,39.692925850656124],[-74.80710252387792,39.69278828763102],[-74.80708291508478,39.692649989199595],[-74.80701803411718,39.692520136818395],[-74.80691218855326,39.692407351172314],[-74.80677240544829,39.69231911987536],[-74.80660796479386,39.692261300402244],[-74.80642978344358,39.69223773124409],[-74.80624969040187,39.692249977096054],[-74.80607964157677,39.692297224988025],[-74.80593092611075,39.69237633825211],[-74.80581341696188,39.6924820647449],[-74.80573491547436,39.69260738550582],[-74.80570063344484,39.692743980711015],[-74.80571284707264,39.69288278199569],[-74.80577074577924,39.69301457448262],[-74.8058704859509,39.69313060855128],[-74.80600544605535,39.69322318073208],[-74.80616666620993,39.6932861451564],[-74.80634344302653,39.693315321601254],[-74.8064009874313,39.693317140299285]]]}"
00000000000000004360,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01467190,4495874,A,34,+40.1072744,-074.6652012,00,G4000,71.93058,New Jersey,0.0,02040202000066,Medium,,1,,01467190,"USGS, Water Resources Division",34,01779795,NJ,0.0,24.59368133544922,"{""type"":""Point"",""coordinates"":[-75.085206280798,39.926608008482454]}"
00000000000000004361,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01464590,4481285,A,34,+40.1072744,-074.6652012,00,G4000,1.41104,New Jersey,0.0,02040201000008,Medium,,1,,01464590,"USGS, Water Resources Division",34,01779795,NJ,30.0,3.949997663497925,"{""type"":""Polygon"",""coordinates"":[[[-74.7987402518215,40.072666244216876],[-74.79892053746306,40.07264832133579],[-74.79908885387208,40.07259574259992],[-74.79923402651033,40.072511998727656],[-74.79934641745106,40.072402649484005],[-74.79941856525015,40.07227495454728],[-74.79944568028608,40.07213739152001],[-74.79942596268772,40.071999093090156],[-74.7993607217563,40.07186924071386],[-74.79925428897145,40.07175645507472],[-74.799113730375,40.07166822378494],[-74.7989483774416,40.07161040431734],[-74.79876920758656,40.071586835161625],[-74.79858811543512,40.0715990810123],[-74.79841712321996,40.07164632889961],[-74.79826758271012,40.071725442156854],[-74.7981494216356,40.07183116864243],[-74.79807048462197,40.071956489397635],[-74.79803601238329,40.07209308460011],[-74.7980482937515,40.07223188588576],[-74.79810651365604,40.07236367837714],[-74.79820680716338,40.07247971245252],[-74.79834251600792,40.07257228464058],[-74.79850463059846,40.0726352490708],[-74.7986823881631,40.07266442551865],[-74.7987402518215,40.072666244216876]]]}"
00000000000000004362,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01464400,4481849,A,34,+40.1072744,-074.6652012,00,G4000,0.65383,New Jersey,0.0,02040201004147,Medium,,1,,01464400,"USGS, Water Resources Division",34,01779795,NJ,0.0,7.8967790603637695,"{""type"":""Point"",""coordinates"":[-74.53184521736854,40.06752451997265]}"
00000000000000004363,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01465835,4490962,A,34,+40.1072744,-074.6652012,00,G4000,77.68239,New Jersey,0.0,02040202000101,Medium,,1,,01465835,"USGS, Water Resources Division",34,01779795,NJ,0.0,1.3766307830810547,"{""type"":""Point"",""coordinates"":[-74.71764258096246,39.92328597819764]}"
00000000000000004364,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01409410,9454445,A,34,+40.1072744,-074.6652012,00,G4000,75.63814,New Jersey,0.0,02040301000408,Medium,,1,,01409410,"USGS, Water Resources Division",34,01779795,NJ,0.0,4.086042881011963,"{""type"":""Point"",""coordinates"":[-74.75492512487034,39.69529660043736]}"
00000000000000004365,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01408719,9454911,A,34,+40.1072744,-074.6652012,00,G4000,86.52064,New Jersey,0.0,02040301000077,Medium,,1,,01408719,"USGS, Water Resources Division",34,01779795,NJ,0.0,9.71757698059082,"{""type"":""Point"",""coordinates"":[-74.18928815624074,39.948586917574765]}"
00000000000000004366,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01412000,9483432,A,34,+40.1072744,-074.6652012,00,G4000,79.65295,New Jersey,0.0,02040206001805,Medium,,1,,01412000,"USGS, Water Resources Division",34,01779795,NJ,0.0,6.74069881439209,"{""type"":""Point"",""coordinates"":[-74.96569791346462,39.41946998657606]}"
00000000000000004367,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01413038,24903770,A,34,+40.1072744,-074.6652012,00,G4000,97.96354,New Jersey,0.0,02040206002410,Medium,,1,,01413038,"USGS, Water Resources Division",34,01779795,NJ,0.0,3.381521701812744,"{""type"":""Point"",""coordinates"":[-75.35452706622404,39.378499766097256]}"
00000000000000004368,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01400560,9515652,A,34,+40.1072744,-074.6652012,00,G4000,88.30277,New Jersey,0.0,02030105000238,Medium,,1,,01400560,"USGS, Water Resources Division",34,01779795,NJ,0.0,4.301914691925049,"{""type"":""Point"",""coordinates"":[-74.47237864571979,40.27400765335238]}"
00000000000000004369,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=0140940810,9454419,A,34,+40.1072744,-074.6652012,00,G4000,30.77606,New Jersey,0.0,02040301000413,Medium,,1,,0140940810,"USGS, Water Resources Division",34,01779795,NJ,0.0,4.754543304443359,"{""type"":""Point"",""coordinates"":[-74.82516042556317,39.69557306470268]}"
0000000000000000436a,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01464540,4481171,A,34,+40.1072744,-074.6652012,00,G4000,86.79772,New Jersey,0.0,02040201000144,Medium,,1,,01464540,"USGS, Water Resources Division",34,01779795,NJ,0.0,5.405059814453125,"{""type"":""Point"",""coordinates"":[-74.7562004277716,40.10000461204576]}"
0000000000000000436b,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01412150,9486436,A,34,+40.1072744,-074.6652012,00,G4000,1.41037,New Jersey,0.0,02040206000012,Medium,,1,,01412150,"USGS, Water Resources Division",34,01779795,NJ,0.0,4.607973575592041,"{""type"":""Point"",""coordinates"":[-75.03247741084101,39.23126916751553]}"
0000000000000000436c,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01467150,4494690,A,34,+40.1072744,-074.6652012,00,G4000,63.54227,New Jersey,0.0,02040202000070,Medium,,1,,01467150,"USGS, Water Resources Division",34,01779795,NJ,0.0,22.84663963317871,"{""type"":""Point"",""coordinates"":[-75.0215972042706,39.9028900499793]}"
0000000000000000436d,19049723313,3542963551,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01409404,9454345,A,34,+40.1072744,-074.6652012,00,G4000,9.65797,New Jersey,0.0,02040301007898,Medium,,1,,01409404,"USGS, Water Resources Division",34,01779795,NJ,30.0,4.062431335449219,"{""type"":""Polygon"",""coordinates"":[[[-74.74370602661986,39.71315568088594],[-74.7438853691167,39.713137758006624],[-74.74405280500014,39.7130851792756],[-74.7441972181926,39.71300143541],[-74.74430902118743,39.71289208617308],[-74.74438079157248,39.7127643912414],[-74.7444077647789,39.71262682821618],[-74.74438815034668,39.712488529784835],[-74.74432325072317,39.712358677403884],[-74.74421737472524,39.71224589175817],[-74.74407755142869,39.71215766046159],[-74.7439130634934,39.71209984098876],[-74.74373483091168,39.71207627183073],[-74.74355468608888,39.71208851768262],[-74.74338458837053,39.71213576557436],[-74.74323583014481,39.71221487883808],[-74.74311828720846,39.7123206053305],[-74.74303976314884,39.71244592609113],[-74.7430054712613,39.71258252129618],[-74.74301768839992,39.71272132258091],[-74.74307560375328,39.712853115068064],[-74.74317537260279,39.71296914913708],[-74.74331037151234,39.713061721318255],[-74.74347163802305,39.713124685742876],[-74.74364846566907,39.71315386218789],[-74.74370602661986,39.71315568088594]]]}"
